date,price_RICE,price_CORN,price_CASSAVA,price_SUGARCRANE
2009-01-01,1940.0,7.05,1.13,714.0
2009-01-02,1940.0,7.05,1.13,714.0
2009-01-03,1940.0,7.05,1.13,714.0
2009-01-04,1940.0,7.05,1.13,714.0
2009-01-05,1940.0,7.05,1.13,714.0
2009-01-06,1940.0,7.05,1.13,714.0
2009-01-07,1940.0,7.05,1.13,714.0
2009-01-08,1940.0,7.05,1.13,714.0
2009-01-09,1940.0,7.15,1.13,714.0
2009-01-10,1940.0,7.55,1.13,714.0
2009-01-11,1940.0,7.55,1.13,714.0
2009-01-12,1940.0,7.55,1.13,714.0
2009-01-13,1940.0,7.55,1.13,714.0
2009-01-14,1940.0,7.45,1.13,714.0
2009-01-15,1940.0,7.4,1.13,714.0
2009-01-16,2040.0,7.4,1.13,714.0
2009-01-17,2040.0,7.35,1.13,714.0
2009-01-18,2040.0,7.35,1.13,714.0
2009-01-19,2040.0,7.35,1.13,714.0
2009-01-20,2040.0,7.3,1.13,714.0
2009-01-21,2040.0,7.25,1.13,714.0
2009-01-22,2040.0,7.25,1.13,714.0
2009-01-23,2040.0,7.25,1.13,714.0
2009-01-24,2040.0,7.25,1.13,714.0
2009-01-25,2040.0,7.25,1.13,714.0
2009-01-26,2040.0,7.25,1.13,714.0
2009-01-27,2040.0,7.25,1.13,714.0
2009-01-28,2040.0,7.25,1.13,714.0
2009-01-29,2040.0,7.25,1.13,714.0
2009-01-30,2040.0,7.25,1.13,714.0
2009-01-31,2040.0,7.25,1.13,714.0
2009-02-01,2040.0,7.25,1.13,715.0
2009-02-02,2040.0,7.25,1.13,715.0
2009-02-03,2040.0,7.25,1.13,715.0
2009-02-04,2040.0,7.25,1.13,715.0
2009-02-05,2040.0,7.25,1.13,715.0
2009-02-06,2040.0,7.2,1.13,715.0
2009-02-07,2040.0,7.2,1.13,715.0
2009-02-08,2040.0,7.2,1.13,715.0
2009-02-09,2040.0,7.2,1.13,715.0
2009-02-10,2040.0,7.2,1.13,715.0
2009-02-11,2040.0,7.2,1.13,715.0
2009-02-12,2040.0,7.2,1.13,715.0
2009-02-13,2040.0,7.15,1.13,715.0
2009-02-14,1990.0,7.2,1.11,715.0
2009-02-15,1990.0,7.2,1.11,715.0
2009-02-16,1990.0,7.2,1.11,715.0
2009-02-17,1990.0,7.2,1.11,715.0
2009-02-18,1990.0,7.45,1.11,715.0
2009-02-19,1990.0,7.6,1.11,715.0
2009-02-20,1990.0,7.75,1.11,715.0
2009-02-21,2090.0,7.75,1.11,715.0
2009-02-22,2090.0,7.75,1.11,715.0
2009-02-23,2090.0,7.75,1.11,715.0
2009-02-24,2090.0,7.75,1.11,715.0
2009-02-25,2090.0,7.75,1.11,715.0
2009-02-26,2090.0,7.7,1.11,715.0
2009-02-27,2090.0,7.7,1.11,715.0
2009-02-28,2040.0,7.5,1.11,715.0
2009-03-01,2040.0,7.5,1.11,827.0
2009-03-02,2040.0,7.5,1.11,827.0
2009-03-03,2040.0,7.47,1.11,827.0
2009-03-04,2120.0,7.47,1.11,827.0
2009-03-05,2120.0,7.43,1.11,827.0
2009-03-06,2120.0,7.43,1.11,827.0
2009-03-07,2120.0,7.47,1.11,827.0
2009-03-08,2120.0,7.47,1.11,827.0
2009-03-09,2120.0,7.47,1.11,827.0
2009-03-10,2120.0,7.52,1.11,827.0
2009-03-11,2120.0,7.57,1.11,827.0
2009-03-12,2120.0,7.67,1.11,827.0
2009-03-13,2120.0,7.67,1.11,827.0
2009-03-14,2120.0,7.58,1.1,827.0
2009-03-15,2120.0,7.58,1.1,827.0
2009-03-16,2120.0,7.58,1.1,827.0
2009-03-17,2120.0,7.53,1.1,827.0
2009-03-18,2120.0,7.53,1.1,827.0
2009-03-19,2120.0,7.53,1.1,827.0
2009-03-20,2120.0,7.58,1.1,827.0
2009-03-21,2120.0,7.68,1.1,827.0
2009-03-22,2120.0,7.68,1.1,827.0
2009-03-23,2120.0,7.68,1.1,827.0
2009-03-24,2020.0,7.68,1.1,827.0
2009-03-25,2060.0,7.68,1.1,827.0
2009-03-26,2060.0,7.63,1.1,827.0
2009-03-27,2060.0,7.58,1.1,827.0
2009-03-28,2060.0,7.48,1.1,827.0
2009-03-29,2060.0,7.48,1.1,827.0
2009-03-30,2060.0,7.48,1.1,827.0
2009-03-31,2060.0,7.43,1.1,827.0
2009-04-01,2060.0,7.43,1.1,853.0
2009-04-02,2060.0,7.53,1.1,853.0
2009-04-03,2060.0,7.58,1.1,853.0
2009-04-04,2000.0,7.68,1.1,853.0
2009-04-05,2000.0,7.68,1.1,853.0
2009-04-06,2000.0,7.68,1.1,853.0
2009-04-07,2000.0,7.68,1.1,853.0
2009-04-08,2000.0,7.68,1.1,853.0
2009-04-09,2000.0,7.68,1.1,853.0
2009-04-10,2000.0,7.63,1.15,853.0
2009-04-11,2000.0,7.63,1.15,853.0
2009-04-12,2000.0,7.63,1.15,853.0
2009-04-13,2000.0,7.63,1.15,853.0
2009-04-14,2000.0,7.63,1.15,853.0
2009-04-15,2000.0,7.63,1.15,853.0
2009-04-16,2000.0,7.63,1.15,853.0
2009-04-17,2000.0,7.63,1.15,853.0
2009-04-18,2000.0,7.63,1.15,853.0
2009-04-19,2000.0,7.63,1.15,853.0
2009-04-20,2000.0,7.63,1.15,853.0
2009-04-21,1900.0,7.53,1.15,853.0
2009-04-22,1900.0,7.53,1.15,853.0
2009-04-23,1900.0,7.53,1.15,853.0
2009-04-24,1900.0,7.48,1.15,853.0
2009-04-25,1900.0,7.43,1.15,853.0
2009-04-26,1900.0,7.43,1.15,853.0
2009-04-27,1900.0,7.43,1.15,853.0
2009-04-28,1900.0,7.38,1.15,853.0
2009-04-29,1900.0,7.38,1.15,853.0
2009-04-30,1900.0,7.33,1.15,853.0
2009-05-01,1900.0,7.33,1.15,866.75
2009-05-02,1900.0,7.18,1.2,866.75
2009-05-03,1900.0,7.18,1.2,866.75
2009-05-04,1900.0,7.18,1.2,866.75
2009-05-05,1900.0,7.08,1.2,866.75
2009-05-06,1900.0,7.08,1.2,866.75
2009-05-07,1900.0,6.98,1.2,866.75
2009-05-08,1900.0,6.88,1.2,866.75
2009-05-09,1900.0,6.88,1.2,866.75
2009-05-10,1900.0,6.88,1.2,866.75
2009-05-11,1900.0,6.88,1.2,866.75
2009-05-12,1900.0,6.88,1.2,866.75
2009-05-13,1900.0,6.88,1.2,866.75
2009-05-14,1900.0,6.93,1.2,866.75
2009-05-15,1900.0,6.93,1.2,866.75
2009-05-16,1900.0,7.03,1.2,866.75
2009-05-17,1900.0,7.03,1.2,866.75
2009-05-18,1900.0,7.03,1.2,866.75
2009-05-19,1900.0,7.03,1.2,866.75
2009-05-20,1900.0,7.13,1.2,866.75
2009-05-21,1900.0,7.28,1.2,866.75
2009-05-22,1900.0,7.43,1.2,866.75
2009-05-23,1900.0,7.48,1.25,866.75
2009-05-24,1900.0,7.48,1.25,866.75
2009-05-25,1900.0,7.48,1.25,866.75
2009-05-26,1900.0,7.38,1.25,866.75
2009-05-27,1900.0,7.28,1.25,866.75
2009-05-28,1900.0,7.22,1.25,866.75
2009-05-29,1900.0,7.18,1.25,866.75
2009-05-30,1900.0,7.13,1.25,866.75
2009-05-31,1900.0,7.13,1.25,866.75
2009-06-01,1900.0,7.13,1.25,880.5
2009-06-02,1900.0,7.13,1.25,880.5
2009-06-03,1900.0,7.13,1.25,880.5
2009-06-04,1900.0,7.13,1.32,880.5
2009-06-05,1900.0,7.25,1.32,880.5
2009-06-06,1900.0,7.32,1.32,880.5
2009-06-07,1900.0,7.32,1.32,880.5
2009-06-08,1900.0,7.32,1.32,880.5
2009-06-09,1900.0,7.32,1.32,880.5
2009-06-10,1900.0,7.32,1.32,880.5
2009-06-11,1900.0,7.32,1.32,880.5
2009-06-12,1900.0,7.32,1.32,880.5
2009-06-13,1900.0,7.32,1.32,880.5
2009-06-14,1900.0,7.32,1.32,880.5
2009-06-15,1900.0,7.32,1.32,880.5
2009-06-16,1900.0,7.38,1.32,880.5
2009-06-17,1900.0,7.43,1.32,880.5
2009-06-18,1900.0,7.58,1.32,880.5
2009-06-19,1900.0,7.08,1.32,880.5
2009-06-20,1900.0,7.08,1.32,880.5
2009-06-21,1900.0,7.08,1.32,880.5
2009-06-22,1900.0,7.08,1.32,880.5
2009-06-23,1900.0,7.08,1.32,880.5
2009-06-24,1900.0,7.08,1.32,880.5
2009-06-25,1900.0,7.0,1.32,880.5
2009-06-26,1900.0,7.0,1.32,880.5
2009-06-27,1900.0,6.85,1.32,880.5
2009-06-28,1900.0,6.85,1.32,880.5
2009-06-29,1900.0,6.85,1.32,880.5
2009-06-30,1900.0,6.75,1.32,880.5
2009-07-01,1900.0,6.75,1.32,894.25
2009-07-02,1900.0,6.72,1.32,894.25
2009-07-03,1900.0,6.72,1.32,894.25
2009-07-04,1950.0,6.6,1.4,894.25
2009-07-05,1950.0,6.6,1.4,894.25
2009-07-06,1950.0,6.6,1.4,894.25
2009-07-07,1950.0,6.6,1.4,894.25
2009-07-08,1950.0,6.6,1.4,894.25
2009-07-09,1950.0,6.6,1.4,894.25
2009-07-10,2000.0,6.53,1.4,894.25
2009-07-11,2000.0,6.48,1.43,894.25
2009-07-12,2000.0,6.48,1.43,894.25
2009-07-13,2000.0,6.48,1.43,894.25
2009-07-14,2000.0,6.45,1.43,894.25
2009-07-15,2000.0,6.45,1.43,894.25
2009-07-16,2000.0,6.5,1.43,894.25
2009-07-17,2000.0,6.45,1.43,894.25
2009-07-18,2000.0,6.25,1.43,894.25
2009-07-19,2000.0,6.25,1.43,894.25
2009-07-20,2000.0,6.25,1.43,894.25
2009-07-21,2000.0,6.0,1.43,894.25
2009-07-22,2000.0,6.0,1.43,894.25
2009-07-23,2000.0,6.0,1.43,894.25
2009-07-24,2000.0,6.0,1.43,894.25
2009-07-25,1950.0,6.0,1.35,894.25
2009-07-26,1950.0,6.0,1.35,894.25
2009-07-27,1950.0,6.0,1.35,894.25
2009-07-28,1950.0,5.97,1.35,894.25
2009-07-29,1950.0,5.8,1.35,894.25
2009-07-30,1850.0,5.8,1.35,894.25
2009-07-31,1850.0,5.72,1.35,894.25
2009-08-01,1850.0,5.63,1.35,908.0
2009-08-02,1850.0,5.63,1.35,908.0
2009-08-03,1850.0,5.63,1.35,908.0
2009-08-04,1850.0,5.75,1.35,908.0
2009-08-05,1850.0,5.8,1.35,908.0
2009-08-06,1850.0,6.4,1.33,908.0
2009-08-07,1850.0,6.45,1.3,908.0
2009-08-08,1850.0,6.4,1.3,908.0
2009-08-09,1850.0,6.4,1.3,908.0
2009-08-10,1850.0,6.4,1.3,908.0
2009-08-11,1850.0,6.35,1.3,908.0
2009-08-12,1850.0,6.25,1.3,908.0
2009-08-13,1850.0,6.25,1.3,908.0
2009-08-14,1820.0,6.25,1.3,908.0
2009-08-15,1820.0,6.25,1.35,908.0
2009-08-16,1820.0,6.25,1.35,908.0
2009-08-17,1820.0,6.25,1.35,908.0
2009-08-18,1820.0,6.25,1.35,908.0
2009-08-19,1820.0,6.22,1.35,908.0
2009-08-20,1820.0,6.2,1.37,908.0
2009-08-21,1820.0,6.13,1.37,908.0
2009-08-22,1800.0,6.13,1.37,908.0
2009-08-23,1800.0,6.13,1.37,908.0
2009-08-24,1800.0,6.13,1.37,908.0
2009-08-25,1750.0,6.13,1.37,908.0
2009-08-26,1700.0,6.13,1.37,908.0
2009-08-27,1700.0,6.13,1.37,908.0
2009-08-28,1700.0,6.13,1.37,908.0
2009-08-29,1750.0,6.13,1.37,908.0
2009-08-30,1750.0,6.13,1.37,908.0
2009-08-31,1750.0,6.13,1.37,908.0
2009-09-01,1750.0,6.1,1.37,921.75
2009-09-02,1800.0,6.1,1.37,921.75
2009-09-03,1800.0,6.1,1.37,921.75
2009-09-04,1800.0,6.1,1.37,921.75
2009-09-05,1800.0,6.0,1.37,921.75
2009-09-06,1800.0,6.0,1.37,921.75
2009-09-07,1800.0,6.0,1.37,921.75
2009-09-08,1800.0,5.95,1.37,921.75
2009-09-09,1750.0,5.9,1.37,921.75
2009-09-10,1750.0,5.9,1.37,921.75
2009-09-11,1750.0,5.9,1.37,921.75
2009-09-12,1750.0,6.15,1.37,921.75
2009-09-13,1750.0,6.15,1.37,921.75
2009-09-14,1750.0,6.15,1.37,921.75
2009-09-15,1750.0,6.15,1.37,921.75
2009-09-16,1750.0,6.15,1.37,921.75
2009-09-17,1750.0,6.15,1.37,921.75
2009-09-18,1750.0,6.15,1.37,921.75
2009-09-19,1750.0,6.25,1.37,921.75
2009-09-20,1750.0,6.25,1.37,921.75
2009-09-21,1750.0,6.25,1.37,921.75
2009-09-22,1750.0,6.15,1.37,921.75
2009-09-23,1750.0,6.15,1.37,921.75
2009-09-24,1750.0,6.15,1.37,921.75
2009-09-25,1750.0,6.15,1.37,921.75
2009-09-26,1750.0,5.95,1.4,921.75
2009-09-27,1750.0,5.95,1.4,921.75
2009-09-28,1750.0,5.95,1.4,921.75
2009-09-29,1670.0,5.95,1.4,921.75
2009-09-30,1670.0,5.95,1.4,921.75
2009-10-01,1650.0,5.95,1.4,935.5
2009-10-02,1650.0,5.95,1.4,935.5
2009-10-03,1650.0,6.13,1.4,935.5
2009-10-04,1650.0,6.13,1.4,935.5
2009-10-05,1650.0,6.13,1.4,935.5
2009-10-06,1650.0,6.13,1.45,935.5
2009-10-07,1650.0,6.13,1.45,935.5
2009-10-08,1650.0,6.13,1.47,935.5
2009-10-09,1650.0,6.15,1.47,935.5
2009-10-10,1650.0,6.2,1.47,935.5
2009-10-11,1650.0,6.2,1.47,935.5
2009-10-12,1650.0,6.2,1.47,935.5
2009-10-13,1620.0,6.2,1.47,935.5
2009-10-14,1620.0,6.2,1.47,935.5
2009-10-15,1620.0,6.2,1.47,935.5
2009-10-16,1620.0,6.2,1.47,935.5
2009-10-17,1620.0,6.2,1.47,935.5
2009-10-18,1620.0,6.2,1.47,935.5
2009-10-19,1620.0,6.2,1.47,935.5
2009-10-20,1620.0,6.13,1.47,935.5
2009-10-21,1620.0,6.25,1.47,935.5
2009-10-22,1620.0,6.25,1.47,935.5
2009-10-23,1620.0,6.25,1.47,935.5
2009-10-24,1620.0,6.25,1.47,935.5
2009-10-25,1620.0,6.25,1.47,935.5
2009-10-26,1620.0,6.25,1.47,935.5
2009-10-27,1620.0,6.25,1.47,935.5
2009-10-28,1620.0,6.44,1.47,935.5
2009-10-29,1650.0,6.44,1.47,935.5
2009-10-30,1670.0,6.3,1.47,935.5
2009-10-31,1700.0,6.3,1.49,935.5
2009-11-01,1700.0,6.3,1.49,949.25
2009-11-02,1700.0,6.3,1.49,949.25
2009-11-03,1800.0,6.43,1.54,949.25
2009-11-04,1800.0,6.45,1.54,949.25
2009-11-05,1800.0,6.45,1.59,949.25
2009-11-06,1800.0,6.55,1.59,949.25
2009-11-07,1800.0,6.55,1.59,949.25
2009-11-08,1800.0,6.55,1.59,949.25
2009-11-09,1800.0,6.55,1.59,949.25
2009-11-10,1800.0,6.55,1.59,949.25
2009-11-11,1800.0,6.55,1.65,949.25
2009-11-12,1800.0,6.55,1.65,949.25
2009-11-13,1800.0,6.75,1.65,949.25
2009-11-14,1800.0,6.85,1.69,949.25
2009-11-15,1800.0,6.85,1.69,949.25
2009-11-16,1800.0,6.85,1.69,949.25
2009-11-17,1800.0,7.0,1.69,949.25
2009-11-18,1800.0,7.07,1.75,949.25
2009-11-19,1800.0,7.3,1.75,949.25
2009-11-20,1800.0,7.55,1.75,949.25
2009-11-21,1800.0,7.55,1.75,949.25
2009-11-22,1800.0,7.55,1.75,949.25
2009-11-23,1800.0,7.55,1.75,949.25
2009-11-24,1800.0,7.63,1.8,949.25
2009-11-25,1850.0,7.63,1.81,949.25
2009-11-26,1850.0,7.63,1.81,949.25
2009-11-27,1850.0,7.63,1.81,949.25
2009-11-28,1900.0,7.78,1.87,949.25
2009-11-29,1900.0,7.78,1.87,949.25
2009-11-30,1900.0,7.78,1.87,949.25
2009-12-01,1900.0,7.78,1.87,963.0
2009-12-02,1950.0,7.85,1.87,963.0
2009-12-03,1950.0,7.85,1.9,963.0
2009-12-04,1950.0,8.02,1.9,963.0
2009-12-05,2000.0,7.95,1.93,963.0
2009-12-06,2000.0,7.95,1.93,963.0
2009-12-07,2000.0,7.95,1.93,963.0
2009-12-08,2000.0,7.95,1.93,963.0
2009-12-09,2000.0,7.89,1.93,963.0
2009-12-10,2050.0,7.75,1.93,963.0
2009-12-11,2050.0,7.75,1.93,963.0
2009-12-12,2050.0,7.7,1.83,963.0
2009-12-13,2050.0,7.7,1.83,963.0
2009-12-14,2050.0,7.7,1.83,963.0
2009-12-15,2050.0,7.7,1.83,963.0
2009-12-16,2050.0,7.7,1.83,963.0
2009-12-17,2050.0,7.7,1.83,963.0
2009-12-18,2050.0,7.7,1.83,963.0
2009-12-19,2050.0,7.7,1.85,963.0
2009-12-20,2050.0,7.7,1.85,963.0
2009-12-21,2050.0,7.7,1.85,963.0
2009-12-22,2050.0,7.7,1.85,963.0
2009-12-23,1900.0,7.7,1.85,963.0
2009-12-24,1900.0,7.7,1.85,963.0
2009-12-25,1900.0,7.7,1.85,963.0
2009-12-26,1900.0,7.7,1.9,963.0
2009-12-27,1900.0,7.7,1.9,963.0
2009-12-28,1900.0,7.7,1.9,963.0
2009-12-29,1900.0,7.7,1.9,963.0
2009-12-30,1900.0,7.7,1.9,963.0
2009-12-31,1900.0,7.93,1.95,963.0
2010-01-01,1900.0,7.93,1.95,989.0
2010-01-02,1900.0,7.93,1.95,989.0
2010-01-03,1900.0,7.93,1.95,989.0
2010-01-04,1900.0,7.93,1.95,989.0
2010-01-05,1900.0,8.05,1.95,989.0
2010-01-06,1950.0,8.08,1.95,989.0
2010-01-07,1950.0,8.08,1.95,989.0
2010-01-08,1920.0,8.08,1.95,989.0
2010-01-09,1900.0,8.02,1.95,989.0
2010-01-10,1900.0,8.02,1.95,989.0
2010-01-11,1900.0,8.02,1.95,989.0
2010-01-12,1890.0,7.95,1.95,989.0
2010-01-13,1890.0,7.9,1.95,989.0
2010-01-14,1890.0,7.85,1.95,989.0
2010-01-15,1890.0,7.85,1.95,989.0
2010-01-16,1890.0,7.85,1.87,989.0
2010-01-17,1890.0,7.85,1.87,989.0
2010-01-18,1890.0,7.85,1.87,989.0
2010-01-19,1890.0,7.85,1.84,989.0
2010-01-20,1890.0,8.13,1.84,989.0
2010-01-21,1890.0,8.13,1.84,989.0
2010-01-22,1890.0,8.13,1.84,989.0
2010-01-23,1890.0,8.08,1.93,989.0
2010-01-24,1890.0,8.08,1.93,989.0
2010-01-25,1890.0,8.08,1.93,989.0
2010-01-26,1890.0,8.05,1.93,989.0
2010-01-27,1890.0,8.05,1.85,989.0
2010-01-28,1890.0,8.05,1.85,989.0
2010-01-29,1890.0,8.05,1.85,989.0
2010-01-30,1890.0,8.1,1.78,989.0
2010-01-31,1890.0,8.1,1.78,989.0
2010-02-01,1890.0,8.1,1.78,959.0
2010-02-02,1890.0,8.1,1.78,959.0
2010-02-03,1890.0,8.18,1.8,959.0
2010-02-04,1890.0,8.23,1.8,959.0
2010-02-05,1890.0,8.23,1.8,959.0
2010-02-06,1890.0,8.2,1.9,959.0
2010-02-07,1890.0,8.2,1.9,959.0
2010-02-08,1890.0,8.2,1.9,959.0
2010-02-09,1870.0,8.2,1.9,959.0
2010-02-10,1840.0,8.2,1.9,959.0
2010-02-11,1840.0,8.2,1.9,959.0
2010-02-12,1840.0,8.2,1.9,959.0
2010-02-13,1840.0,8.2,1.85,959.0
2010-02-14,1840.0,8.2,1.85,959.0
2010-02-15,1840.0,8.2,1.85,959.0
2010-02-16,1840.0,8.2,1.85,959.0
2010-02-17,1800.0,8.2,1.85,959.0
2010-02-18,1750.0,8.25,1.85,959.0
2010-02-19,1750.0,8.25,1.85,959.0
2010-02-20,1750.0,8.3,1.85,959.0
2010-02-21,1750.0,8.3,1.85,959.0
2010-02-22,1750.0,8.3,1.85,959.0
2010-02-23,1750.0,8.3,1.85,959.0
2010-02-24,1750.0,8.43,1.85,959.0
2010-02-25,1750.0,8.43,1.85,959.0
2010-02-26,1750.0,8.43,1.85,959.0
2010-02-27,1750.0,8.43,1.9,959.0
2010-02-28,1750.0,8.43,1.9,959.0
2010-03-01,1750.0,8.43,1.9,1049.0
2010-03-02,1750.0,8.43,1.9,1049.0
2010-03-03,1750.0,8.43,1.9,1049.0
2010-03-04,1750.0,8.43,1.98,1049.0
2010-03-05,1750.0,8.55,1.98,1049.0
2010-03-06,1750.0,8.55,2.0,1049.0
2010-03-07,1750.0,8.55,2.0,1049.0
2010-03-08,1750.0,8.55,2.0,1049.0
2010-03-09,1750.0,8.55,2.1,1049.0
2010-03-10,1720.0,8.55,2.1,1049.0
2010-03-11,1720.0,8.55,2.1,1049.0
2010-03-12,1720.0,8.6,2.1,1049.0
2010-03-13,1720.0,8.6,2.25,1049.0
2010-03-14,1720.0,8.6,2.25,1049.0
2010-03-15,1720.0,8.6,2.25,1049.0
2010-03-16,1720.0,8.63,2.28,1049.0
2010-03-17,1720.0,8.63,2.28,1049.0
2010-03-18,1720.0,8.64,2.38,1049.0
2010-03-19,1720.0,8.76,2.38,1049.0
2010-03-20,1720.0,8.76,2.38,1049.0
2010-03-21,1720.0,8.76,2.38,1049.0
2010-03-22,1720.0,8.76,2.38,1049.0
2010-03-23,1720.0,8.76,2.4,1049.0
2010-03-24,1700.0,8.76,2.4,1049.0
2010-03-25,1700.0,8.76,2.4,1049.0
2010-03-26,1700.0,8.76,2.4,1049.0
2010-03-27,1650.0,8.82,2.4,1049.0
2010-03-28,1650.0,8.82,2.4,1049.0
2010-03-29,1650.0,8.82,2.4,1049.0
2010-03-30,1620.0,8.82,2.4,1049.0
2010-03-31,1620.0,8.85,2.4,1049.0
2010-04-01,1600.0,8.88,2.4,1206.0
2010-04-02,1600.0,8.88,2.4,1206.0
2010-04-03,1600.0,8.88,2.43,1206.0
2010-04-04,1600.0,8.88,2.43,1206.0
2010-04-05,1600.0,8.88,2.43,1206.0
2010-04-06,1580.0,8.85,2.43,1206.0
2010-04-07,1580.0,8.85,2.43,1206.0
2010-04-08,1570.0,8.84,2.43,1206.0
2010-04-09,1560.0,8.82,2.43,1206.0
2010-04-10,1550.0,8.82,2.43,1206.0
2010-04-11,1550.0,8.82,2.43,1206.0
2010-04-12,1550.0,8.82,2.43,1206.0
2010-04-13,1500.0,8.82,2.5,1206.0
2010-04-14,1500.0,8.82,2.5,1206.0
2010-04-15,1500.0,8.82,2.5,1206.0
2010-04-16,1500.0,8.82,2.5,1206.0
2010-04-17,1500.0,8.82,2.5,1206.0
2010-04-18,1500.0,8.82,2.5,1206.0
2010-04-19,1500.0,8.82,2.5,1206.0
2010-04-20,1450.0,8.82,2.5,1206.0
2010-04-21,1450.0,8.98,2.5,1206.0
2010-04-22,1450.0,8.98,2.5,1206.0
2010-04-23,1500.0,8.98,2.53,1206.0
2010-04-24,1500.0,8.98,2.53,1206.0
2010-04-25,1500.0,8.98,2.53,1206.0
2010-04-26,1500.0,8.98,2.53,1206.0
2010-04-27,1500.0,8.98,2.6,1206.0
2010-04-28,1500.0,8.98,2.6,1206.0
2010-04-29,1560.0,8.98,2.6,1206.0
2010-04-30,1560.0,8.98,2.6,1206.0
2010-05-01,1560.0,8.98,2.6,1171.875
2010-05-02,1560.0,8.98,2.6,1171.875
2010-05-03,1560.0,8.98,2.6,1171.875
2010-05-04,1570.0,8.98,2.6,1171.875
2010-05-05,1570.0,8.98,2.6,1171.875
2010-05-06,1570.0,8.98,2.6,1171.875
2010-05-07,1570.0,8.98,2.6,1171.875
2010-05-08,1650.0,8.93,2.6,1171.875
2010-05-09,1650.0,8.93,2.6,1171.875
2010-05-10,1650.0,8.93,2.6,1171.875
2010-05-11,1650.0,8.93,2.6,1171.875
2010-05-12,1650.0,9.02,2.6,1171.875
2010-05-13,1650.0,9.02,2.6,1171.875
2010-05-14,1650.0,9.02,2.6,1171.875
2010-05-15,1650.0,9.02,2.65,1171.875
2010-05-16,1650.0,9.02,2.65,1171.875
2010-05-17,1650.0,9.02,2.65,1171.875
2010-05-18,1650.0,9.02,2.65,1171.875
2010-05-19,1650.0,9.02,2.65,1171.875
2010-05-20,1650.0,9.02,2.65,1171.875
2010-05-21,1650.0,9.02,2.65,1171.875
2010-05-22,1600.0,9.08,2.65,1171.875
2010-05-23,1600.0,9.08,2.65,1171.875
2010-05-24,1600.0,9.08,2.65,1171.875
2010-05-25,1600.0,9.08,2.65,1171.875
2010-05-26,1600.0,9.08,2.65,1171.875
2010-05-27,1600.0,9.08,2.65,1171.875
2010-05-28,1600.0,9.08,2.65,1171.875
2010-05-29,1600.0,9.08,2.65,1171.875
2010-05-30,1600.0,9.08,2.65,1171.875
2010-05-31,1600.0,9.08,2.65,1171.875
2010-06-01,1600.0,9.08,2.65,1137.75
2010-06-02,1600.0,9.08,2.65,1137.75
2010-06-03,1600.0,9.08,2.65,1137.75
2010-06-04,1500.0,9.08,2.65,1137.75
2010-06-05,1500.0,9.21,2.65,1137.75
2010-06-06,1500.0,9.21,2.65,1137.75
2010-06-07,1500.0,9.21,2.65,1137.75
2010-06-08,1500.0,9.21,2.8,1137.75
2010-06-09,1500.0,9.21,2.8,1137.75
2010-06-10,1500.0,9.21,2.8,1137.75
2010-06-11,1500.0,9.21,2.8,1137.75
2010-06-12,1500.0,9.21,2.8,1137.75
2010-06-13,1500.0,9.21,2.8,1137.75
2010-06-14,1500.0,9.21,2.8,1137.75
2010-06-15,1500.0,9.21,2.8,1137.75
2010-06-16,1500.0,9.21,2.8,1137.75
2010-06-17,1500.0,9.21,2.8,1137.75
2010-06-18,1500.0,9.21,2.8,1137.75
2010-06-19,1500.0,9.21,2.95,1137.75
2010-06-20,1500.0,9.21,2.95,1137.75
2010-06-21,1500.0,9.21,2.95,1137.75
2010-06-22,1520.0,9.43,2.95,1137.75
2010-06-23,1500.0,9.43,2.95,1137.75
2010-06-24,1500.0,9.43,2.95,1137.75
2010-06-25,1500.0,9.43,2.95,1137.75
2010-06-26,1500.0,9.48,2.95,1137.75
2010-06-27,1500.0,9.48,2.95,1137.75
2010-06-28,1500.0,9.48,2.95,1137.75
2010-06-29,1500.0,9.48,2.95,1137.75
2010-06-30,1500.0,9.67,2.95,1137.75
2010-07-01,1500.0,9.67,2.95,1103.625
2010-07-02,1500.0,9.67,2.95,1103.625
2010-07-03,1500.0,9.67,2.95,1103.625
2010-07-04,1500.0,9.67,2.95,1103.625
2010-07-05,1500.0,9.67,2.95,1103.625
2010-07-06,1500.0,9.67,2.95,1103.625
2010-07-07,1500.0,9.75,2.95,1103.625
2010-07-08,1500.0,9.75,2.95,1103.625
2010-07-09,1500.0,9.75,2.95,1103.625
2010-07-10,1500.0,9.75,3.15,1103.625
2010-07-11,1500.0,9.75,3.15,1103.625
2010-07-12,1500.0,9.75,3.15,1103.625
2010-07-13,1500.0,9.75,3.15,1103.625
2010-07-14,1500.0,9.75,3.15,1103.625
2010-07-15,1500.0,9.58,3.15,1103.625
2010-07-16,1500.0,9.58,3.15,1103.625
2010-07-17,1500.0,8.95,3.2,1103.625
2010-07-18,1500.0,8.95,3.2,1103.625
2010-07-19,1500.0,8.95,3.2,1103.625
2010-07-20,1500.0,8.66,3.2,1103.625
2010-07-21,1500.0,8.5,3.2,1103.625
2010-07-22,1500.0,8.5,3.2,1103.625
2010-07-23,1500.0,8.5,3.2,1103.625
2010-07-24,1500.0,8.23,3.2,1103.625
2010-07-25,1500.0,8.23,3.2,1103.625
2010-07-26,1500.0,8.23,3.2,1103.625
2010-07-27,1500.0,8.23,3.2,1103.625
2010-07-28,1500.0,8.23,3.2,1103.625
2010-07-29,1500.0,8.23,3.2,1103.625
